INSTITUTION,FULL_FARE,STUDENT,TEACHER,SIXTY_YEARS_OLD,TICKET,CHILD,PERSONNEL,FREE;INSTITUTION;FULL_FARE;STUDENT;TEACHER;SIXTY_YEARS_OLD;TICKET;CHILD;PERSONNEL;FREE
Metro,114007,84574,1427,4278,372,23,6645,37749;Metro;114007;84574;1427;4278;372;23;6645;37749
NOSTALJİK TRAMVAY,7,2,0,0,0,0,0,0;NOSTALJİK TRAMVAY;7;2;0;0;0;0;0;0
Seferihisar Mot. Taş. Kooperat,3758,1983,52,143,0,0,320,2710;Seferihisar Mot. Taş. Kooperat;3758;1983;52;143;0;0;320;2710
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,8121,4837,152,352,14,0,234,3551;Tramvay Karşıyaka;8121;4837;152;352;14;0;234;3551
Tramvay Konak,26362,14284,492,1167,46,4,1355,9959;Tramvay Konak;26362;14284;492;1167;46;4;1355;9959
Eshot,276371,184376,2324,11704,168,131,20902,141503;Eshot;276371;184376;2324;11704;168;131;20902;141503
İzban,100715,52682,1216,2879,197,7,4456,29944;İzban;100715;52682;1216;2879;197;7;4456;29944
Izdeniz,15790,5879,238,504,340,0,677,4006;Izdeniz;15790;5879;238;504;340;0;677;4006
Izulas,65227,39109,461,2772,20,34,4349,35467;Izulas;65227;39109;461;2772;20;34;4349;35467
Metro,114455,83727,1364,4450,351,22,6672,38105;Metro;114455;83727;1364;4450;351;22;6672;38105
NOSTALJİK TRAMVAY,6,5,1,0,0,0,0,0;NOSTALJİK TRAMVAY;6;5;1;0;0;0;0;0
Seferihisar Mot. Taş. Kooperat,3531,1990,51,130,1,0,310,2392;Seferihisar Mot. Taş. Kooperat;3531;1990;51;130;1;0;310;2392
Teleferik,41,19,0,0,0,0,0,0;Teleferik;41;19;0;0;0;0;0;0
Tramvay Karşıyaka,8482,5130,143,360,35,0,246,3619;Tramvay Karşıyaka;8482;5130;143;360;35;0;246;3619
Tramvay Konak,25784,14165,376,1034,35,8,1432,9659;Tramvay Konak;25784;14165;376;1034;35;8;1432;9659
Eshot,288275,187050,2544,12552,158,114,21681,152522;Eshot;288275;187050;2544;12552;158;114;21681;152522
İzban,104773,55591,1301,2919,197,6,4654,31358;İzban;104773;55591;1301;2919;197;6;4654;31358
Izdeniz,18843,7828,348,593,437,2,862,4701;Izdeniz;18843;7828;348;593;437;2;862;4701
Izulas,67653,40750,483,2844,30,47,4366,37485;Izulas;67653;40750;483;2844;30;47;4366;37485
Metro,111463,82281,1338,4140,335,25,6766,36442;Metro;111463;82281;1338;4140;335;25;6766;36442
NOSTALJİK TRAMVAY,25,16,0,3,0,0,0,0;NOSTALJİK TRAMVAY;25;16;0;3;0;0;0;0
Seferihisar Mot. Taş. Kooperat,3829,1981,51,173,0,0,299,2512;Seferihisar Mot. Taş. Kooperat;3829;1981;51;173;0;0;299;2512
Teleferik,24,19,3,0,0,0,0,0;Teleferik;24;19;3;0;0;0;0;0
Tramvay Karşıyaka,12355,7259,309,618,35,0,314,5886;Tramvay Karşıyaka;12355;7259;309;618;35;0;314;5886
Tramvay Konak,27005,15458,441,1093,56,9,1554,10033;Tramvay Konak;27005;15458;441;1093;56;9;1554;10033
Eshot,293943,181011,2596,13073,176,103,21400,158799;Eshot;293943;181011;2596;13073;176;103;21400;158799
İzban,108448,56444,1412,3340,253,6,4709,33862;İzban;108448;56444;1412;3340;253;6;4709;33862
Izdeniz,19688,8057,314,740,580,4,893,5258;Izdeniz;19688;8057;314;740;580;4;893;5258
Izulas,69258,41106,511,3086,33,53,4317,38422;Izulas;69258;41106;511;3086;33;53;4317;38422
Metro,113638,82766,1431,4552,387,18,6661,38861;Metro;113638;82766;1431;4552;387;18;6661;38861
NOSTALJİK TRAMVAY,27,14,0,0,0,0,0,0;NOSTALJİK TRAMVAY;27;14;0;0;0;0;0;0
Seferihisar Mot. Taş. Kooperat,3755,2077,64,143,2,0,299,2516;Seferihisar Mot. Taş. Kooperat;3755;2077;64;143;2;0;299;2516
Teleferik,41,39,3,1,0,0,0,0;Teleferik;41;39;3;1;0;0;0;0
Tramvay Karşıyaka,10029,5870,211,545,51,4,277,4558;Tramvay Karşıyaka;10029;5870;211;545;51;4;277;4558
Tramvay Konak,27822,15977,495,1204,47,7,1438,10910;Tramvay Konak;27822;15977;495;1204;47;7;1438;10910
BİSİM,51,61,2,0,0,0,0,0;BİSİM;51;61;2;0;0;0;0;0
Eshot,296892,188752,2619,12929,189,151,21340,155805;Eshot;296892;188752;2619;12929;189;151;21340;155805
İzban,111002,60248,1434,3180,308,10,4720,32833;İzban;111002;60248;1434;3180;308;10;4720;32833
Izdeniz,20602,9164,414,804,724,1,881,5387;Izdeniz;20602;9164;414;804;724;1;881;5387
Izulas,70067,43087,482,3017,33,42,4519,38761;Izulas;70067;43087;482;3017;33;42;4519;38761
Metro,116151,88262,1525,4468,356,20,6899,37518;Metro;116151;88262;1525;4468;356;20;6899;37518
NOSTALJİK TRAMVAY,26,10,2,0,2,0,0,0;NOSTALJİK TRAMVAY;26;10;2;0;2;0;0;0
Seferihisar Mot. Taş. Kooperat,3975,2060,75,156,1,0,280,2829;Seferihisar Mot. Taş. Kooperat;3975;2060;75;156;1;0;280;2829
Teleferik,65,44,1,2,0,0,0,0;Teleferik;65;44;1;2;0;0;0;0
Tramvay Karşıyaka,9802,6081,196,558,30,0,259,4962;Tramvay Karşıyaka;9802;6081;196;558;30;0;259;4962
Tramvay Konak,27672,17426,539,1140,79,7,1431,10679;Tramvay Konak;27672;17426;539;1140;79;7;1431;10679
BİSİM,1,0,1,0,0,0,0,0;BİSİM;1;0;1;0;0;0;0;0
Eshot,224182,123357,1693,9134,145,86,14713,105109;Eshot;224182;123357;1693;9134;145;86;14713;105109
İzban,89559,43187,1026,2309,338,5,2912,24099;İzban;89559;43187;1026;2309;338;5;2912;24099
Izdeniz,15025,6516,247,522,631,3,261,3595;Izdeniz;15025;6516;247;522;631;3;261;3595
Izulas,63930,35764,337,2552,45,15,3675,29916;Izulas;63930;35764;337;2552;45;15;3675;29916
Metro,93594,54435,1053,3428,513,12,3423,27617;Metro;93594;54435;1053;3428;513;12;3423;27617
NOSTALJİK TRAMVAY,50,62,0,4,0,0,1,2;NOSTALJİK TRAMVAY;50;62;0;4;0;0;1;2
Seferihisar Mot. Taş. Kooperat,3468,1585,39,120,3,0,242,1972;Seferihisar Mot. Taş. Kooperat;3468;1585;39;120;3;0;242;1972
Teleferik,94,38,0,0,0,0,0,0;Teleferik;94;38;0;0;0;0;0;0
Tramvay Karşıyaka,9270,5618,145,383,67,0,250,3633;Tramvay Karşıyaka;9270;5618;145;383;67;0;250;3633
Tramvay Konak,21923,14071,298,835,103,3,854,7314;Tramvay Konak;21923;14071;298;835;103;3;854;7314
BİSİM,7,1,0,0,0,0,0,0;BİSİM;7;1;0;0;0;0;0;0
Eshot,156312,91387,1079,6103,200,60,9451,81480;Eshot;156312;91387;1079;6103;200;60;9451;81480
İzban,66384,32674,663,1581,310,4,1961,17554;İzban;66384;32674;663;1581;310;4;1961;17554
Izdeniz,12988,5798,149,312,651,1,226,2685;Izdeniz;12988;5798;149;312;651;1;226;2685
Izulas,42199,26405,215,1689,25,12,2502,22284;Izulas;42199;26405;215;1689;25;12;2502;22284
Metro,57479,38985,553,1610,436,5,1983,16416;Metro;57479;38985;553;1610;436;5;1983;16416
NOSTALJİK TRAMVAY,64,32,1,0,0,0,1,2;NOSTALJİK TRAMVAY;64;32;1;0;0;0;1;2
Seferihisar Mot. Taş. Kooperat,2841,1289,19,103,3,0,163,1648;Seferihisar Mot. Taş. Kooperat;2841;1289;19;103;3;0;163;1648
Teleferik,198,63,0,0,0,0,0,0;Teleferik;198;63;0;0;0;0;0;0
Tramvay Karşıyaka,9435,6101,128,303,52,2,243,3481;Tramvay Karşıyaka;9435;6101;128;303;52;2;243;3481
Tramvay Konak,16597,11223,212,449,92,1,638,4964;Tramvay Konak;16597;11223;212;449;92;1;638;4964
BİSİM,8,13,2,0,0,0,0,0;BİSİM;8;13;2;0;0;0;0;0
Eshot,310533,169984,3005,13819,192,141,22064,167462;Eshot;310533;169984;3005;13819;192;141;22064;167462
İzban,115588,54900,1539,3530,291,7,4844,35547;İzban;115588;54900;1539;3530;291;7;4844;35547
Izdeniz,24954,10666,546,901,984,2,963,6606;Izdeniz;24954;10666;546;901;984;2;963;6606
Izulas,72389,39847,586,3191,36,33,4567,41327;Izulas;72389;39847;586;3191;36;33;4567;41327
Metro,121049,79558,1802,4785,550,15,7082,41664;Metro;121049;79558;1802;4785;550;15;7082;41664
NOSTALJİK TRAMVAY,29,31,0,1,0,0,0,0;NOSTALJİK TRAMVAY;29;31;0;1;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4112,1775,68,157,0,0,307,2947;Seferihisar Mot. Taş. Kooperat;4112;1775;68;157;0;0;307;2947
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,10237,6427,257,514,57,0,270,5213;Tramvay Karşıyaka;10237;6427;257;514;57;0;270;5213
Tramvay Konak,30828,16897,563,1394,89,0,1604,12224;Tramvay Konak;30828;16897;563;1394;89;0;1604;12224
BİSİM,3,7,1,0,0,0,0,0;BİSİM;3;7;1;0;0;0;0;0
Eshot,290128,156611,2533,12645,168,145,21729,151028;Eshot;290128;156611;2533;12645;168;145;21729;151028
İzban,108560,50373,1374,3215,279,14,4736,33231;İzban;108560;50373;1374;3215;279;14;4736;33231
Izdeniz,17018,6481,250,581,544,1,824,4350;Izdeniz;17018;6481;250;581;544;1;824;4350
Izulas,70615,38368,502,3001,18,39,4495,38757;Izulas;70615;38368;502;3001;18;39;4495;38757
Metro,115645,74598,1441,4478,376,16,6943,38715;Metro;115645;74598;1441;4478;376;16;6943;38715
NOSTALJİK TRAMVAY,28,12,1,0,2,0,0,0;NOSTALJİK TRAMVAY;28;12;1;0;2;0;0;0
Seferihisar Mot. Taş. Kooperat,3744,1726,88,148,1,0,310,2566;Seferihisar Mot. Taş. Kooperat;3744;1726;88;148;1;0;310;2566
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,8743,5000,184,443,51,0,210,4152;Tramvay Karşıyaka;8743;5000;184;443;51;0;210;4152
Tramvay Konak,27335,14531,413,1181,64,8,1429,10588;Tramvay Konak;27335;14531;413;1181;64;8;1429;10588
BİSİM,4,0,0,0,0,0,0,0;BİSİM;4;0;0;0;0;0;0;0
Eshot,272112,145402,2486,11403,129,143,20416,138005;Eshot;272112;145402;2486;11403;129;143;20416;138005
İzban,101107,47498,1354,2803,276,21,4551,29590;İzban;101107;47498;1354;2803;276;21;4551;29590
Izdeniz,14632,5668,219,447,407,2,744,3646;Izdeniz;14632;5668;219;447;407;2;744;3646
Izulas,66041,35831,556,2863,29,54,4293,35577;Izulas;66041;35831;556;2863;29;54;4293;35577
Metro,102870,67046,1307,3741,360,24,6517,33505;Metro;102870;67046;1307;3741;360;24;6517;33505
NOSTALJİK TRAMVAY,22,7,4,0,2,0,0,0;NOSTALJİK TRAMVAY;22;7;4;0;2;0;0;0
Seferihisar Mot. Taş. Kooperat,3438,1482,64,119,4,0,304,2257;Seferihisar Mot. Taş. Kooperat;3438;1482;64;119;4;0;304;2257
Teleferik,68,21,0,0,0,0,0,0;Teleferik;68;21;0;0;0;0;0;0
Tramvay Karşıyaka,11211,6404,282,587,51,2,259,5554;Tramvay Karşıyaka;11211;6404;282;587;51;2;259;5554
Tramvay Konak,24795,12998,391,1013,50,7,1381,9265;Tramvay Konak;24795;12998;391;1013;50;7;1381;9265
BİSİM,0,4,0,0,0,0,0,0;BİSİM;0;4;0;0;0;0;0;0
Eshot,278308,147958,2759,11660,146,161,20830,143328;Eshot;278308;147958;2759;11660;146;161;20830;143328
İzban,104617,48598,1454,3028,269,10,4472,32443;İzban;104617;48598;1454;3028;269;10;4472;32443
Izdeniz,14679,5654,310,504,663,3,725,3837;Izdeniz;14679;5654;310;504;663;3;725;3837
Izulas,66078,37114,534,2843,27,39,4334,36143;Izulas;66078;37114;534;2843;27;39;4334;36143
Metro,112750,71906,1627,4361,355,16,6806,38689;Metro;112750;71906;1627;4361;355;16;6806;38689
NOSTALJİK TRAMVAY,34,12,0,0,3,0,0,0;NOSTALJİK TRAMVAY;34;12;0;0;3;0;0;0
Seferihisar Mot. Taş. Kooperat,3594,1556,68,139,6,0,273,2273;Seferihisar Mot. Taş. Kooperat;3594;1556;68;139;6;0;273;2273
Teleferik,65,25,0,0,0,0,0,0;Teleferik;65;25;0;0;0;0;0;0
Tramvay Karşıyaka,8546,5053,224,406,36,1,233,3627;Tramvay Karşıyaka;8546;5053;224;406;36;1;233;3627
Tramvay Konak,26038,13852,494,1098,70,6,1356,9976;Tramvay Konak;26038;13852;494;1098;70;6;1356;9976
BİSİM,6,8,0,0,0,0,0,0;BİSİM;6;8;0;0;0;0;0;0
Eshot,300395,164212,3001,13013,181,212,21145,156373;Eshot;300395;164212;3001;13013;181;212;21145;156373
İzban,115336,55486,1760,3295,336,19,4647,33987;İzban;115336;55486;1760;3295;336;19;4647;33987
Izdeniz,28028,12509,630,985,1297,7,1234,7188;Izdeniz;28028;12509;630;985;1297;7;1234;7188
Izulas,70859,41005,620,2980,41,56,4385,38487;Izulas;70859;41005;620;2980;41;56;4385;38487
Metro,121898,77902,1809,4628,492,39,6908,40407;Metro;121898;77902;1809;4628;492;39;6908;40407
NOSTALJİK TRAMVAY,34,26,8,3,6,0,0,0;NOSTALJİK TRAMVAY;34;26;8;3;6;0;0;0
Seferihisar Mot. Taş. Kooperat,4199,1815,61,149,2,0,304,2935;Seferihisar Mot. Taş. Kooperat;4199;1815;61;149;2;0;304;2935
Teleferik,93,64,3,1,0,0,0,0;Teleferik;93;64;3;1;0;0;0;0
Tramvay Karşıyaka,12378,8256,292,661,49,0,304,5923;Tramvay Karşıyaka;12378;8256;292;661;49;0;304;5923
Tramvay Konak,30152,17570,595,1272,79,11,1534,11422;Tramvay Konak;30152;17570;595;1272;79;11;1534;11422
BİSİM,14,16,0,0,0,0,0,0;BİSİM;14;16;0;0;0;0;0;0
Eshot,249045,130649,2300,10309,227,184,15455,120223;Eshot;249045;130649;2300;10309;227;184;15455;120223
İzban,102904,48112,1479,2664,325,18,3310,27435;İzban;102904;48112;1479;2664;325;18;3310;27435
Izdeniz,22220,9674,432,701,1413,6,321,5441;Izdeniz;22220;9674;432;701;1413;6;321;5441
Izulas,71775,39945,451,2772,47,52,3895,34053;Izulas;71775;39945;451;2772;47;52;3895;34053
Metro,101916,57619,1444,3775,675,25,3387,29904;Metro;101916;57619;1444;3775;675;25;3387;29904
NOSTALJİK TRAMVAY,94,49,0,0,0,0,0,6;NOSTALJİK TRAMVAY;94;49;0;0;0;0;0;6
Seferihisar Mot. Taş. Kooperat,4020,1806,40,135,8,0,277,2239;Seferihisar Mot. Taş. Kooperat;4020;1806;40;135;8;0;277;2239
Teleferik,221,78,8,1,0,0,0,0;Teleferik;221;78;8;1;0;0;0;0
Tramvay Karşıyaka,12057,7869,227,484,52,2,277,4934;Tramvay Karşıyaka;12057;7869;227;484;52;2;277;4934
Tramvay Konak,25353,16488,542,896,105,10,874,8573;Tramvay Konak;25353;16488;542;896;105;10;874;8573
BİSİM,13,9,0,2,0,0,0,0;BİSİM;13;9;0;2;0;0;0;0
Eshot,182846,101374,1487,7394,229,145,10293,95782;Eshot;182846;101374;1487;7394;229;145;10293;95782
İzban,78391,36571,995,1845,321,8,2200,20528;İzban;78391;36571;995;1845;321;8;2200;20528
Izdeniz,21727,9530,276,478,1315,22,427,4005;Izdeniz;21727;9530;276;478;1315;22;427;4005
Izulas,50103,29873,319,1779,54,57,2618,26093;Izulas;50103;29873;319;1779;54;57;2618;26093
Metro,70289,43655,870,1960,587,23,2369,18667;Metro;70289;43655;870;1960;587;23;2369;18667
NOSTALJİK TRAMVAY,108,46,3,2,2,0,0,5;NOSTALJİK TRAMVAY;108;46;3;2;2;0;0;5
Seferihisar Mot. Taş. Kooperat,3313,1397,48,108,4,0,178,1962;Seferihisar Mot. Taş. Kooperat;3313;1397;48;108;4;0;178;1962
Teleferik,301,112,0,1,0,0,0,0;Teleferik;301;112;0;1;0;0;0;0
Tramvay Karşıyaka,8950,5822,123,312,28,0,194,3356;Tramvay Karşıyaka;8950;5822;123;312;28;0;194;3356
Tramvay Konak,21235,13891,327,669,122,9,826,6389;Tramvay Konak;21235;13891;327;669;122;9;826;6389
BİSİM,7,4,0,0,0,0,0,0;BİSİM;7;4;0;0;0;0;0;0
Eshot,303663,243076,5522,13389,139,168,23237,166132;Eshot;303663;243076;5522;13389;139;168;23237;166132
İzban,111512,60837,2229,3401,232,11,5163,35717;İzban;111512;60837;2229;3401;232;11;5163;35717
Izdeniz,16578,6169,243,589,312,2,964,4747;Izdeniz;16578;6169;243;589;312;2;964;4747
Izulas,73316,60306,1209,3298,24,58,4786,42637;Izulas;73316;60306;1209;3298;24;58;4786;42637
Metro,116631,83438,2136,4644,367,27,7745,41720;Metro;116631;83438;2136;4644;367;27;7745;41720
NOSTALJİK TRAMVAY,8,2,0,0,0,0,0,0;NOSTALJİK TRAMVAY;8;2;0;0;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4252,2330,148,163,4,0,319,2968;Seferihisar Mot. Taş. Kooperat;4252;2330;148;163;4;0;319;2968
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,7511,5095,140,418,18,1,239,4095;Tramvay Karşıyaka;7511;5095;140;418;18;1;239;4095
Tramvay Konak,27654,19928,601,1231,57,10,1574,11476;Tramvay Konak;27654;19928;601;1231;57;10;1574;11476
BİSİM,3,4,0,0,0,0,0,0;BİSİM;3;4;0;0;0;0;0;0
Eshot,282802,238655,5689,11311,128,133,22506,139607;Eshot;282802;238655;5689;11311;128;133;22506;139607
İzban,101775,57282,2231,2856,205,7,4908,30748;İzban;101775;57282;2231;2856;205;7;4908;30748
Izdeniz,13904,5430,255,493,200,0,893,3805;Izdeniz;13904;5430;255;493;200;0;893;3805
Izulas,68097,60477,1265,2688,25,42,4582,36494;Izulas;68097;60477;1265;2688;25;42;4582;36494
Metro,110999,83671,2241,4085,297,20,7594,37407;Metro;110999;83671;2241;4085;297;20;7594;37407
NOSTALJİK TRAMVAY,6,9,0,0,0,0,0,0;NOSTALJİK TRAMVAY;6;9;0;0;0;0;0;0
Seferihisar Mot. Taş. Kooperat,3750,2197,119,135,3,0,301,2295;Seferihisar Mot. Taş. Kooperat;3750;2197;119;135;3;0;301;2295
Teleferik,24,4,0,0,0,0,0,0;Teleferik;24;4;0;0;0;0;0;0
Tramvay Karşıyaka,6850,4767,150,295,10,0,251,3002;Tramvay Karşıyaka;6850;4767;150;295;10;0;251;3002
Tramvay Konak,25524,19190,582,1036,33,8,1527,9885;Tramvay Konak;25524;19190;582;1036;33;8;1527;9885
BİSİM,1,2,0,0,0,0,0,0;BİSİM;1;2;0;0;0;0;0;0
Eshot,305255,249601,6338,13275,103,158,23103,161448;Eshot;305255;249601;6338;13275;103;158;23103;161448
İzban,107665,60802,2308,3068,259,7,4964,33621;İzban;107665;60802;2308;3068;259;7;4964;33621
Izdeniz,16799,7137,302,558,273,1,909,4598;Izdeniz;16799;7137;302;558;273;1;909;4598
Izulas,72249,62179,1269,3085,46,48,4775,40341;Izulas;72249;62179;1269;3085;46;48;4775;40341
Metro,118135,87320,2490,4370,320,26,7703,40307;Metro;118135;87320;2490;4370;320;26;7703;40307
NOSTALJİK TRAMVAY,14,14,0,1,2,0,0,0;NOSTALJİK TRAMVAY;14;14;0;1;2;0;0;0
Seferihisar Mot. Taş. Kooperat,4036,2157,128,119,0,1,319,2554;Seferihisar Mot. Taş. Kooperat;4036;2157;128;119;0;1;319;2554
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,13115,8538,244,735,37,0,364,7126;Tramvay Karşıyaka;13115;8538;244;735;37;0;364;7126
Tramvay Konak,28937,21326,913,1241,44,12,1591,11312;Tramvay Konak;28937;21326;913;1241;44;12;1591;11312
BİSİM,11,4,1,0,0,0,0,0;BİSİM;11;4;1;0;0;0;0;0
Eshot,311125,250534,6086,13513,111,159,23004,167877;Eshot;311125;250534;6086;13513;111;159;23004;167877
İzban,112649,62189,2497,3510,334,13,5113,37603;İzban;112649;62189;2497;3510;334;13;5113;37603
Izdeniz,16527,6601,268,593,297,2,890,5126;Izdeniz;16527;6601;268;593;297;2;890;5126
Izulas,73864,63051,1309,3188,38,50,4749,42030;Izulas;73864;63051;1309;3188;38;50;4749;42030
Metro,120209,87470,2553,4851,380,22,7738,43668;Metro;120209;87470;2553;4851;380;22;7738;43668
NOSTALJİK TRAMVAY,24,3,0,6,0,0,0,0;NOSTALJİK TRAMVAY;24;3;0;6;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4147,2339,144,136,1,0,320,2967;Seferihisar Mot. Taş. Kooperat;4147;2339;144;136;1;0;320;2967
Teleferik,61,27,0,1,0,0,0,0;Teleferik;61;27;0;1;0;0;0;0
Tramvay Karşıyaka,9032,6006,172,484,7,0,293,4519;Tramvay Karşıyaka;9032;6006;172;484;7;0;293;4519
Tramvay Konak,29824,21850,671,1259,57,6,1630,12352;Tramvay Konak;29824;21850;671;1259;57;6;1630;12352
BİSİM,11,15,0,0,0,0,0,0;BİSİM;11;15;0;0;0;0;0;0
Eshot,319138,254650,6123,14384,156,222,22812,172095;Eshot;319138;254650;6123;14384;156;222;22812;172095
İzban,117942,64779,2534,3560,283,3,5120,36964;İzban;117942;64779;2534;3560;283;3;5120;36964
Izdeniz,25555,10310,458,1120,541,10,1507,8248;Izdeniz;25555;10310;458;1120;541;10;1507;8248
Izulas,75350,63194,1236,3242,23,51,4640,43096;Izulas;75350;63194;1236;3242;23;51;4640;43096
Metro,122552,88899,2497,4796,363,22,7555,42544;Metro;122552;88899;2497;4796;363;22;7555;42544
NOSTALJİK TRAMVAY,48,31,0,0,10,0,0,0;NOSTALJİK TRAMVAY;48;31;0;0;10;0;0;0
Seferihisar Mot. Taş. Kooperat,4494,2436,142,156,1,0,306,3102;Seferihisar Mot. Taş. Kooperat;4494;2436;142;156;1;0;306;3102
Teleferik,76,60,0,0,0,0,0,0;Teleferik;76;60;0;0;0;0;0;0
Tramvay Karşıyaka,12366,8705,259,722,40,2,388,6205;Tramvay Karşıyaka;12366;8705;259;722;40;2;388;6205
Tramvay Konak,32682,23975,825,1516,56,12,1700,13376;Tramvay Konak;32682;23975;825;1516;56;12;1700;13376
BİSİM,21,14,3,0,0,0,0,0;BİSİM;21;14;3;0;0;0;0;0
Eshot,262321,152825,2746,10896,192,192,15921,126707;Eshot;262321;152825;2746;10896;192;192;15921;126707
İzban,104217,51907,1484,2734,339,12,3449,29312;İzban;104217;51907;1484;2734;339;12;3449;29312
Izdeniz,22291,9624,526,646,940,12,363,5640;Izdeniz;22291;9624;526;646;940;12;363;5640
Izulas,74281,44186,605,2930,46,58,4012,35913;Izulas;74281;44186;605;2930;46;58;4012;35913
Metro,103889,58289,1521,3851,686,15,3494,31250;Metro;103889;58289;1521;3851;686;15;3494;31250
NOSTALJİK TRAMVAY,109,63,6,0,3,0,0,12;NOSTALJİK TRAMVAY;109;63;6;0;3;0;0;12
Seferihisar Mot. Taş. Kooperat,4294,2151,82,135,3,1,215,2443;Seferihisar Mot. Taş. Kooperat;4294;2151;82;135;3;1;215;2443
Teleferik,320,116,4,0,0,0,0,0;Teleferik;320;116;4;0;0;0;0;0
Tramvay Karşıyaka,11842,8389,297,440,72,1,258,4729;Tramvay Karşıyaka;11842;8389;297;440;72;1;258;4729
Tramvay Konak,29085,18892,631,1109,125,3,1006,10042;Tramvay Konak;29085;18892;631;1109;125;3;1006;10042
BİSİM,19,11,0,0,0,0,0,0;BİSİM;19;11;0;0;0;0;0;0
Eshot,188453,115902,1602,7201,203,168,10577,96210;Eshot;188453;115902;1602;7201;203;168;10577;96210
İzban,77819,40027,954,1933,327,14,2369,21252;İzban;77819;40027;954;1933;327;14;2369;21252
Izdeniz,16159,6807,220,308,1056,5,225,3036;Izdeniz;16159;6807;220;308;1056;5;225;3036
Izulas,50287,32093,314,1846,34,56,2824,26028;Izulas;50287;32093;314;1846;34;56;2824;26028
Metro,65405,41067,693,1884,505,19,2270,18329;Metro;65405;41067;693;1884;505;19;2270;18329
NOSTALJİK TRAMVAY,104,56,2,0,1,0,1,10;NOSTALJİK TRAMVAY;104;56;2;0;1;0;1;10
Seferihisar Mot. Taş. Kooperat,3360,1749,43,121,4,0,177,2070;Seferihisar Mot. Taş. Kooperat;3360;1749;43;121;4;0;177;2070
Teleferik,394,81,7,0,0,0,0,0;Teleferik;394;81;7;0;0;0;0;0
Tramvay Karşıyaka,9066,6536,122,241,34,3,217,3014;Tramvay Karşıyaka;9066;6536;122;241;34;3;217;3014
Tramvay Konak,18444,13527,269,489,89,5,657,5652;Tramvay Konak;18444;13527;269;489;89;5;657;5652
BİSİM,5,8,0,0,0,0,0,0;BİSİM;5;8;0;0;0;0;0;0
Eshot,318795,254553,6000,14178,171,212,23523,173270;Eshot;318795;254553;6000;14178;171;212;23523;173270
İzban,118034,67662,2324,3530,298,9,7355,38337;İzban;118034;67662;2324;3530;298;9;7355;38337
Izdeniz,29449,11977,498,969,813,4,1359,7762;Izdeniz;29449;11977;498;969;813;4;1359;7762
Izulas,77552,61514,1275,3388,31,60,4959,44038;Izulas;77552;61514;1275;3388;31;60;4959;44038
Metro,121831,81439,2251,4992,405,28,7880,43594;Metro;121831;81439;2251;4992;405;28;7880;43594
NOSTALJİK TRAMVAY,36,24,0,0,0,0,0,0;NOSTALJİK TRAMVAY;36;24;0;0;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4471,2426,133,188,1,0,325,3029;Seferihisar Mot. Taş. Kooperat;4471;2426;133;188;1;0;325;3029
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,11737,8308,263,632,29,1,347,6059;Tramvay Karşıyaka;11737;8308;263;632;29;1;347;6059
Tramvay Konak,30939,22548,667,1365,52,13,1583,12997;Tramvay Konak;30939;22548;667;1365;52;13;1583;12997
BİSİM,7,10,0,0,0,0,0,0;BİSİM;7;10;0;0;0;0;0;0
Eshot,317271,255721,6101,14320,127,218,23361,176287;Eshot;317271;255721;6101;14320;127;218;23361;176287
İzban,114499,65288,2415,3588,258,6,5175,38349;İzban;114499;65288;2415;3588;258;6;5175;38349
Izdeniz,20892,8011,415,826,460,8,1109,6706;Izdeniz;20892;8011;415;826;460;8;1109;6706
Izulas,76011,60541,1329,3319,24,61,4793,44763;Izulas;76011;60541;1329;3319;24;61;4793;44763
Metro,129199,83669,2501,5320,469,23,8102,46441;Metro;129199;83669;2501;5320;469;23;8102;46441
NOSTALJİK TRAMVAY,27,10,0,0,0,0,0,0;NOSTALJİK TRAMVAY;27;10;0;0;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4192,2422,151,182,2,1,324,3083;Seferihisar Mot. Taş. Kooperat;4192;2422;151;182;2;1;324;3083
Teleferik,100,46,2,3,0,0,0,0;Teleferik;100;46;2;3;0;0;0;0
Tramvay Karşıyaka,9878,6710,204,555,24,1,334,5470;Tramvay Karşıyaka;9878;6710;204;555;24;1;334;5470
Tramvay Konak,30407,21655,674,1439,71,4,1725,13426;Tramvay Konak;30407;21655;674;1439;71;4;1725;13426
BİSİM,15,16,0,0,0,0,0,0;BİSİM;15;16;0;0;0;0;0;0
